BHK,Size,Area Type,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,Rent
2,1000,1,1,1,2,2,0,22000
1,600,1,1,2,0,1,0,7000
1,1900,2,1,1,1,1,0,15000
2,600,2,1,1,1,1,0,8000
1,500,1,1,2,1,1,0,7000
1,550,1,1,2,1,1,0,9000
2,1200,1,1,2,1,2,0,9800
3,1107,2,1,1,1,2,0,14500
1,550,2,1,1,1,1,1,15000
2,1150,2,1,1,1,2,1,22000
2,600,1,1,2,1,2,0,9000
3,1235,1,1,1,1,2,0,18000
1,600,1,1,2,1,2,0,8500
1,400,1,1,1,1,2,0,6500
3,1400,2,1,1,1,3,1,40000
3,800,2,1,2,1,2,0,17000
2,700,1,1,2,1,2,0,12000
2,900,2,1,1,1,2,0,30000
1,400,1,1,2,1,1,0,4000
2,850,1,1,0,1,2,0,14000
3,1415,1,1,0,1,2,0,25000
1,281,2,1,2,1,1,0,8000
1,600,1,1,0,1,1,0,12500
5,6000,1,1,1,1,4,1,100000
2,1050,2,1,2,0,2,0,14000
1,390,2,1,2,1,1,0,7500
3,950,2,1,1,1,2,0,17500
3,1500,2,1,1,2,3,0,27000
2,200,2,1,2,1,2,0,16500
2,926,1,1,1,1,2,0,12000
3,1700,2,1,1,0,3,0,45000
2,1068,2,1,1,2,2,0,15000
3,1800,2,1,1,2,3,0,14000
2,590,2,1,1,1,2,0,17000
3,1400,2,1,1,1,3,1,34999
1,550,2,1,1,1,1,0,7000
1,520,1,1,1,1,1,0,10500
2,900,1,1,1,1,2,0,15000
2,700,1,1,1,1,2,0,10000
1,400,1,1,1,1,1,0,7000
4,2280,2,1,1,1,4,1,200000
2,826,1,1,1,1,2,0,12000
2,1050,1,1,1,1,2,0,10000
2,700,1,1,1,1,2,0,15000
2,800,2,1,1,1,2,1,19000
2,850,1,1,0,1,2,0,25000
1,502,1,1,2,1,1,0,10000
2,925,2,1,2,0,2,0,13000
2,500,1,1,2,1,1,0,12500
2,950,1,1,2,1,2,0,10000
2,930,1,1,1,1,2,0,16000
2,950,2,1,1,2,2,0,11000
2,800,2,1,1,1,2,0,13000
2,950,1,1,1,2,1,0,15000
3,1100,2,1,2,2,2,0,15000
2,750,1,1,2,1,3,0,20000
2,1000,1,1,1,1,2,0,12000
2,950,2,1,2,0,2,0,600000
2,800,1,1,1,2,2,0,11000
1,500,2,1,2,0,1,1,10000
3,1500,2,1,1,1,3,1,30000
1,550,1,1,0,1,1,0,8000
1,400,1,1,1,1,1,0,7000
1,550,2,1,2,0,1,0,10000
2,730,1,1,2,1,1,0,9300
2,1000,2,1,1,2,2,0,10500
2,975,2,1,1,1,2,1,16000
2,1800,1,1,1,1,2,0,20000
2,745,1,1,1,1,2,0,9000
2,900,2,1,1,2,2,1,18000
2,600,1,1,2,2,2,0,10000
2,600,1,1,2,1,2,0,16000
1,450,2,1,2,0,1,0,13500
2,1030,1,1,1,1,2,0,16000
2,833,1,1,2,1,2,0,8500
2,1000,1,1,1,1,2,0,15000
2,840,2,1,2,1,2,0,8200
2,750,2,1,0,2,2,0,20000
2,950,1,1,1,1,2,0,9000
1,550,1,1,1,1,1,0,13500
3,1125,1,1,1,1,2,0,26000
2,700,2,1,2,1,2,0,11000
2,1100,1,1,1,1,2,0,18000
2,700,1,1,2,1,2,0,10000
3,1250,2,1,1,0,3,1,40000
2,1100,1,1,2,1,2,0,24000
1,475,2,1,1,1,1,1,18000
2,530,1,1,1,1,1,0,11000
2,1050,2,1,1,2,2,1,23000
2,830,1,1,1,2,2,0,11000
2,809,1,1,2,1,2,0,8000
2,900,1,1,1,1,2,0,15000
1,700,1,1,1,1,1,0,9500
2,1150,1,1,1,0,2,0,13500
1,750,1,1,1,1,1,0,11000
2,920,1,1,1,1,2,0,13000
2,1050,2,1,1,2,2,1,25000
2,1800,1,1,2,1,2,0,12000
2,1000,2,1,1,0,2,1,25000
3,1062,2,1,1,1,2,0,8500
2,800,1,1,2,1,2,0,8500
1,450,1,1,2,1,1,0,5000
2,900,1,1,2,1,1,0,8500
4,2240,2,1,0,1,4,1,100000
1,500,1,1,2,1,1,0,7500
1,750,1,1,2,1,1,1,7000
3,1400,1,1,1,1,3,0,26000
2,1200,2,1,1,0,2,0,12000
2,1424,1,1,1,1,2,0,18000
1,450,1,1,2,0,1,0,13000
3,2700,1,1,0,0,2,1,160000
2,805,1,1,2,1,2,0,8000
1,434,1,1,2,1,1,0,6000
2,1000,1,1,1,1,2,0,12500
1,595,1,1,1,1,1,0,6500
2,685,1,1,2,1,2,0,10000
2,1075,1,1,1,1,2,0,12500
3,1100,2,1,1,0,3,1,22000
2,950,2,1,2,2,2,0,17000
3,1500,1,1,2,0,3,0,20000
3,1100,1,1,1,1,2,0,22000
2,1100,2,1,1,0,2,0,11500
3,1000,2,1,2,0,3,0,23000
2,800,1,1,1,1,2,0,19000
3,1500,1,1,1,1,2,0,45000
3,1250,1,1,1,1,2,0,17000
2,650,2,1,2,1,2,0,9500
3,1650,1,1,2,1,3,1,45000
4,2317,1,1,2,1,4,1,60000
2,950,1,1,1,2,2,0,12000
3,1700,1,1,0,1,3,0,40000
3,1300,1,1,0,1,2,0,16000
2,805,1,1,1,1,2,0,9000
2,1109,1,1,1,1,2,0,35000
1,300,1,1,2,0,1,0,4000
2,700,1,1,2,1,1,0,11000
2,950,1,1,1,1,2,0,9500
3,1290,1,1,2,1,3,0,25000
2,950,1,1,2,1,2,0,10000
1,400,1,1,0,1,1,0,12000
2,2000,1,1,0,1,2,0,19397
2,939,1,1,1,1,2,0,12000
3,1200,2,1,2,1,3,0,10000
2,1800,1,1,1,1,2,0,20000
3,1200,2,1,2,1,2,1,15000
2,1200,1,1,1,2,2,0,28000
3,1750,1,1,2,1,3,0,10000
1,300,1,1,2,1,1,0,3500
1,650,2,1,2,0,1,0,8000
2,950,1,1,1,1,2,0,13500
3,1610,1,1,1,2,3,1,36000
2,900,1,1,2,1,2,0,15000
1,550,2,1,2,1,1,0,5000
2,700,1,1,2,1,2,0,10000
2,800,1,1,2,1,2,0,10000
2,580,1,1,1,1,2,0,8500
2,950,1,1,1,1,2,0,11000
1,700,2,1,2,1,1,0,8000
2,600,1,1,1,1,1,0,12000
1,200,1,1,1,1,1,0,5000
1,600,1,1,1,1,1,0,7000
2,550,1,1,2,1,2,0,15000
1,600,1,1,2,1,1,0,10000
3,1680,1,1,1,2,3,1,37500
2,1100,2,1,2,1,2,0,7000
1,600,1,1,2,1,1,0,6500
2,820,2,1,1,2,2,0,16000
3,1125,2,1,1,2,3,1,34000
2,973,2,1,1,2,2,0,11500
2,780,1,1,0,1,1,0,15000
1,400,1,1,2,1,1,0,8000
4,4000,1,1,1,1,4,1,220000
2,1000,2,1,1,1,2,1,22000
3,3500,2,1,1,1,3,1,85000
1,350,1,1,1,1,1,0,6000
2,800,2,1,1,0,2,0,14000
2,700,1,1,2,1,2,0,11500
1,550,1,1,2,1,1,0,6000
3,2100,1,1,1,1,4,0,24000
3,1700,1,1,1,1,3,0,32000
3,1420,2,1,1,1,2,0,16000
2,950,2,1,1,1,2,0,13000
2,780,1,1,1,1,2,0,14000
1,800,2,1,2,0,1,0,7500
2,500,1,1,1,1,1,0,10000
2,1000,1,1,1,1,2,0,18500
2,750,1,1,2,1,2,0,12000
2,1200,2,1,2,1,2,0,17000
3,1152,2,1,1,2,3,1,35000
2,843,1,1,1,1,2,0,9000
2,900,1,1,2,1,2,0,13000
2,1250,2,1,1,1,2,1,27999
2,650,1,1,2,1,2,0,11000
4,2600,2,1,1,1,4,1,140000
1,700,1,1,2,1,1,0,12000
2,720,2,1,2,2,2,0,13000
4,3500,2,1,1,1,4,1,250000
4,3000,2,1,2,0,4,1,80000
2,1144,2,1,1,1,2,1,22999
3,1750,2,1,2,0,3,1,36000
3,1450,1,1,2,1,2,0,70000
2,590,1,1,2,1,1,0,12500
2,900,1,1,1,1,2,0,18000
2,800,1,1,1,1,1,0,10000
2,1000,1,1,1,1,2,0,18000
3,1650,1,1,1,2,3,1,37000
2,700,2,1,1,1,2,0,18000
3,1280,1,1,1,1,2,0,25000
2,700,1,1,2,1,2,0,10000
2,980,1,1,2,1,2,0,15000
2,900,2,1,1,1,2,0,15000
1,450,1,1,2,2,1,0,9000
2,1200,1,1,2,1,2,0,14000
2,650,1,1,1,1,2,0,8500
3,1903,1,1,1,1,3,0,35000
2,650,1,1,1,1,1,0,10000
1,450,2,1,2,1,1,0,5000
2,900,2,1,2,0,2,0,23000
2,550,1,1,2,2,1,0,15000
2,750,1,1,1,1,2,0,18500
2,1000,1,1,1,1,2,0,28000
3,1050,2,1,1,2,3,1,32000
1,650,2,1,0,2,2,0,14000
1,400,1,1,1,1,1,0,7000
3,1075,2,1,1,2,3,1,33000
3,2000,2,1,1,0,3,1,100000
2,720,1,1,1,1,2,0,18000
3,1000,2,1,2,0,2,0,16000
1,500,1,1,2,1,1,0,8500
2,900,1,1,0,1,2,0,10000
2,900,1,1,1,1,2,0,13500
2,900,1,1,1,1,2,0,19000
1,1000,1,1,2,1,2,0,11500
3,1300,1,1,1,2,3,0,22000
3,1383,1,1,1,0,3,0,12000
2,800,2,1,1,0,2,0,10000
2,1500,2,1,2,0,2,0,15000
3,1350,2,1,1,0,2,1,35000
3,2000,2,1,1,0,3,1,70000
3,1200,2,1,2,0,2,1,32000
3,1912,2,1,2,0,3,1,35000
1,500,2,1,2,0,1,0,10000
2,950,1,1,2,0,2,0,11000
2,1000,2,1,2,0,2,0,12000
3,1600,2,1,2,0,3,0,40000
2,900,1,1,2,1,2,0,8000
3,1265,1,1,1,1,2,0,20000
3,1060,1,1,1,1,2,0,12000
2,1050,1,1,1,1,2,0,15000
3,1500,2,1,2,0,3,1,27000
2,890,2,1,2,0,2,0,13000
2,700,2,1,2,1,3,0,9000
3,1146,2,1,1,1,2,0,25000
1,700,1,1,1,1,1,0,12000
2,800,2,1,1,0,2,1,18000
2,640,2,1,2,1,2,0,9500
2,909,1,1,1,1,2,0,14000
4,2400,2,1,2,0,3,1,40000
4,3800,2,1,1,1,4,1,70000
2,400,1,1,2,1,2,0,15000
2,886,1,1,2,2,2,0,8500
3,1570,1,1,1,1,3,0,27500
2,900,1,1,2,1,2,0,15000
1,400,1,1,2,1,1,0,5000
2,1600,1,1,1,1,2,0,26000
2,1000,1,1,2,1,2,0,14000
2,850,1,1,1,1,2,0,20000
2,750,1,1,2,1,2,0,12000
2,750,1,1,2,1,2,0,17000
3,2000,2,1,1,1,3,0,75000
3,1270,1,1,1,0,2,0,19500
2,2000,2,1,1,1,2,0,10000
2,1250,1,1,0,1,2,0,32000
2,1000,1,1,2,2,2,0,15000
3,1050,2,1,1,1,3,1,28000
2,800,1,1,1,1,2,0,10677
3,1625,1,1,0,1,3,1,50000
3,1535,1,1,2,1,3,1,32500
2,850,2,1,0,1,2,0,23000
4,3800,2,3,1,1,4,1,75000
4,4500,2,3,1,2,4,1,250000
2,1100,1,3,2,1,2,0,10000
3,3200,2,3,1,1,3,1,60000
2,647,1,3,2,1,1,0,12000
3,1798,1,3,1,1,3,1,48000
3,1700,2,3,0,1,3,1,58000
2,930,1,3,1,1,2,0,14000
1,150,1,3,2,1,1,0,7000
2,1200,1,3,1,1,2,0,13000
2,1250,1,3,2,1,2,0,11000
2,900,1,3,1,1,2,0,9500
1,500,1,3,1,1,1,1,7500
2,900,2,3,1,0,2,0,14000
2,1100,1,3,0,2,2,1,16000
3,1500,1,3,1,1,3,1,18000
1,500,1,3,2,1,1,0,8200
3,1300,2,3,0,1,3,0,12000
1,300,1,3,0,1,1,0,10000
2,800,1,3,1,1,2,0,13000
3,1400,2,3,1,1,2,0,22000
1,500,1,3,0,1,1,0,10500
2,750,1,3,2,1,2,0,11000
3,1200,1,3,1,1,3,0,20000
3,1350,2,3,1,1,2,0,14000
2,1400,1,3,2,1,2,0,12500
1,450,1,3,2,1,1,0,10500
3,2061,1,3,0,1,3,0,30000
2,100,1,3,0,2,2,0,11000
2,1100,1,3,1,1,2,0,9000
3,1650,2,3,1,2,3,0,35000
3,1500,1,3,1,1,3,0,23382
2,1140,1,3,1,1,2,0,9500
2,990,1,3,2,0,2,0,9000
3,1700,1,3,1,1,3,0,60000
2,1200,1,3,2,1,2,0,11000
2,850,1,3,2,1,2,0,11000
2,900,1,3,2,1,2,0,11000
2,800,1,3,1,1,2,0,8000
2,1000,1,3,2,0,2,0,9000
2,1020,1,3,1,1,2,0,8000
1,300,1,3,2,1,1,0,5500
2,1800,1,3,1,1,2,0,12000
3,919,2,3,1,1,2,0,25000
3,25,2,3,1,1,3,0,23000
2,1050,1,3,1,1,2,0,12000
2,200,2,3,2,0,2,0,6500
1,450,1,3,2,1,1,0,9000
4,1000,1,3,1,1,3,0,25000
3,1250,2,3,1,0,2,0,12500
3,1900,2,3,2,0,3,1,45000
2,1500,1,3,1,1,2,0,27000
3,2395,2,3,1,2,3,1,75000
2,1800,1,3,0,1,2,0,9000
2,700,2,3,2,1,2,0,12000
3,1700,1,3,2,2,2,1,24000
2,1200,1,3,2,0,2,0,15000
3,1600,2,3,1,1,3,0,24000
2,745,1,3,2,1,2,0,12000
3,2210,1,3,1,2,3,0,27000
3,1450,2,3,1,1,3,0,30000
3,1400,1,3,1,2,3,0,20000
3,2000,2,3,0,0,3,0,22000
4,1815,1,3,1,1,3,0,25000
2,1000,1,3,1,1,1,0,23000
2,1000,1,3,2,1,2,0,12000
2,1200,1,3,2,1,3,0,18000
3,2430,1,3,1,0,3,1,55000
1,140,1,3,2,1,1,0,5000
2,1200,1,3,1,1,2,0,13000
2,1100,1,3,2,1,3,0,9000
2,800,2,3,2,0,2,0,7000
3,1500,1,3,1,1,3,0,28000
2,1200,1,3,1,1,2,0,15000
3,1350,1,3,1,1,3,0,14000
5,2300,2,3,2,0,3,0,45000
1,1300,1,3,0,1,2,0,12000
2,1000,1,3,1,1,2,0,12500
2,1210,1,3,2,1,2,0,13000
2,1050,1,3,2,1,2,0,9500
3,1600,2,3,1,2,3,1,35000
1,300,1,3,2,1,1,0,4000
1,300,1,3,1,1,1,0,8000
2,1010,2,3,2,0,2,0,12500
3,1850,2,3,0,0,3,0,65000
2,1300,2,3,1,0,2,0,13000
2,1100,2,3,2,0,2,0,12500
3,2200,2,3,1,1,3,1,45000
1,500,0,3,2,1,1,0,6000
3,2290,1,3,1,0,3,1,50000
3,1900,2,3,1,1,3,1,40000
3,1600,2,3,1,1,3,1,30000
2,800,1,3,2,1,1,0,7000
3,1600,1,3,0,1,3,0,25000
1,500,1,3,2,1,1,0,9000
3,1500,2,3,0,2,3,0,16000
1,650,1,3,1,1,1,0,10500
4,3300,2,3,1,2,4,1,100000
2,1200,1,3,2,1,2,0,9000
2,800,1,3,1,1,2,0,11000
3,1200,1,3,1,1,4,0,24000
2,1000,1,3,2,1,1,0,12000
2,1600,1,3,2,2,3,0,20000
2,1200,2,3,0,1,2,0,24000
2,1100,1,3,1,1,2,0,12000
3,1250,2,3,1,2,3,0,12000
2,1100,2,3,2,1,2,0,10000
2,1600,1,3,0,1,2,0,45000
2,1000,1,3,1,1,2,0,22000
1,455,1,3,2,1,1,0,6500
3,1473,1,3,0,1,2,0,40000
5,4050,1,3,2,1,4,0,300000
1,400,1,3,2,1,1,0,4000
2,1300,1,3,1,1,2,0,12000
4,2520,2,3,1,2,5,0,27000
1,500,1,3,0,1,1,0,10000
2,200,1,3,2,1,1,0,10000
2,1200,1,3,2,1,2,0,10000
3,1950,1,3,1,1,3,0,18000
1,500,2,3,1,0,1,1,14500
1,500,1,3,2,1,3,0,9000
2,1150,1,3,0,1,2,0,14000
2,242,1,3,2,1,2,0,18000
2,720,2,3,1,1,2,0,9500
3,1800,1,3,2,0,3,1,49000
1,450,1,3,1,1,1,0,9000
2,130,1,3,2,1,2,0,130000
2,690,1,3,2,1,2,0,8000
2,1000,1,3,0,1,2,0,13000
3,1500,1,3,1,1,2,0,18000
3,1150,1,3,1,1,3,0,18000
3,1783,1,3,1,1,2,0,32000
2,900,1,3,2,1,2,0,15000
3,1725,1,3,0,1,3,0,35000
1,680,2,3,2,1,1,0,6000
1,550,1,3,1,1,1,0,9000
2,1290,1,3,1,1,2,0,9500
2,1450,1,3,1,1,2,0,12500
2,1300,1,3,1,1,2,0,25000
2,1450,1,3,1,1,2,0,15000
3,1496,2,3,1,0,2,1,38000
3,1850,1,3,1,2,2,0,20000
3,1600,2,3,1,1,3,0,15000
3,3500,2,3,1,2,3,1,130000
3,1850,1,3,1,1,3,0,27000
2,1210,1,3,2,1,2,0,16000
2,1400,1,3,1,1,2,0,13000
2,950,1,3,1,1,2,0,10000
2,878,1,3,1,1,2,0,10000
2,875,1,3,2,1,2,0,17000
2,300,1,3,0,1,2,0,12500
3,1800,1,3,0,1,3,0,25000
3,1956,1,3,1,0,3,0,35000
2,800,1,3,2,1,1,0,12000
2,1175,1,3,2,1,2,0,12000
2,1080,1,3,1,1,2,0,15000
3,1955,1,3,2,0,3,1,45000
2,950,1,3,2,1,2,0,20000
2,800,1,3,2,1,2,0,15000
2,1090,1,3,2,1,2,0,10000
3,1450,2,3,1,2,3,0,15000
2,1070,2,3,1,1,2,0,19800
2,60,1,3,2,1,2,0,8500
4,3133,2,3,0,2,5,1,130000
1,900,2,3,2,2,1,0,8500
1,60,1,3,1,1,1,0,4500
2,600,1,3,2,1,2,0,9000
1,750,2,3,1,2,1,0,13000
2,900,1,3,2,1,2,0,18000
3,1800,2,3,1,1,3,0,26000
1,470,1,3,0,1,1,1,17000
2,720,1,3,2,1,2,0,9000
1,450,1,3,2,1,1,0,8000
2,600,1,3,2,1,2,0,10000
2,1100,1,3,2,1,2,0,12000
2,1300,1,3,2,1,2,0,14000
2,1500,1,3,1,1,2,0,25000
2,1200,1,3,0,1,2,0,22000
4,3000,1,3,1,1,4,0,45000
3,2000,2,3,1,1,3,0,20000
2,800,1,3,2,1,2,0,16000
3,1000,2,3,1,1,3,0,35000
2,1200,1,3,2,1,2,0,15000
1,400,1,3,2,1,1,2,5500
3,1250,2,3,2,0,2,0,35000
1,700,2,3,1,1,1,0,14000
2,1100,1,3,0,1,2,0,25000
4,2050,1,3,1,1,2,0,36000
2,1428,1,3,1,2,2,1,20000
3,1700,2,3,0,2,3,1,30000
2,1140,1,3,1,2,2,0,12000
2,1000,1,3,1,1,2,1,16000
2,1160,1,3,2,0,2,0,13000
3,3000,2,3,0,1,2,0,22000
1,450,1,3,2,2,1,1,15000
3,1540,1,3,2,1,2,0,14000
2,1000,1,3,1,1,2,0,8000
3,1417,2,3,0,0,3,1,57000
3,2100,2,3,0,1,3,0,1200
2,550,2,3,2,0,1,0,8000
3,1600,1,3,1,1,3,0,15000
2,1200,1,3,0,1,2,0,17000
2,500,1,3,0,1,2,0,12000
3,1300,2,3,1,1,2,0,25000
2,600,1,3,2,1,1,0,13000
3,1565,2,3,0,1,3,0,35000
1,350,1,3,2,1,1,0,6500
2,1100,1,3,2,1,2,0,11000
2,1200,1,3,1,1,2,0,25000
3,2000,1,3,0,2,3,0,35000
3,2200,1,3,1,1,3,0,27000
3,1400,1,3,2,1,3,0,18000
3,1950,1,3,1,1,3,0,20000
2,130,2,3,2,1,2,0,8500
2,1300,1,3,1,1,2,0,14000
3,1675,1,3,2,1,3,0,35000
2,1135,1,3,1,1,2,0,16000
3,1800,1,3,2,1,2,0,20000
3,1400,1,3,0,1,3,0,18000
4,3698,2,3,1,2,5,1,140000
2,950,1,3,2,1,2,0,10000
2,650,1,3,2,1,2,0,12000
1,100,2,3,1,1,1,0,5300
2,950,2,3,2,0,2,0,11000
2,1000,2,3,2,0,2,0,12000
2,900,2,3,1,1,1,0,12000
3,1800,2,3,1,1,3,0,20000
2,1000,1,3,2,1,2,0,13000
3,1800,1,3,1,1,3,0,22000
2,1000,1,3,1,1,2,0,15000
1,450,1,3,2,1,1,0,5400
3,1771,1,3,2,1,3,0,16500
2,1150,2,3,0,1,2,0,12000
2,1000,1,3,1,1,2,0,8500
2,1050,2,3,1,0,2,0,14000
3,1500,2,3,2,1,2,0,15000
2,750,1,3,2,1,2,0,6000
2,1100,1,3,1,1,2,0,14000
2,800,1,3,2,1,2,0,15000
3,150,2,3,2,0,3,1,37000
1,750,1,3,2,1,1,0,6500
2,600,1,3,2,1,1,0,10000
2,1080,1,3,1,1,2,0,12000
2,1100,1,3,2,1,2,0,12000
2,750,1,3,1,1,2,0,9000
3,2405,1,3,1,0,4,1,60000
2,1248,2,3,1,1,2,0,18000
2,1110,2,3,1,1,2,0,14000
3,2300,2,3,1,1,3,1,50000
2,1000,2,3,0,0,2,0,17000
2,800,1,3,2,1,2,0,9000
4,3115,1,3,0,1,5,0,80000
1,500,1,3,2,1,1,0,7500
2,950,2,3,2,1,2,0,14000
2,1374,1,3,1,1,2,0,14000
1,1300,2,3,0,1,1,0,10000
2,1150,1,3,0,1,2,0,17000
1,450,2,3,1,0,1,0,6500
2,927,1,3,1,1,2,0,10000
3,1500,1,3,2,1,3,0,22000
2,1200,1,3,2,1,2,0,15000
2,1200,1,3,1,1,2,0,12000
3,2800,2,3,0,2,3,1,52000
1,562,1,3,2,1,1,0,6500
2,1500,1,3,1,1,2,0,20000
3,1950,1,3,1,1,3,0,25000
3,1360,1,3,0,0,2,0,14000
3,1800,1,3,1,1,3,0,25000
2,950,1,3,1,1,2,0,12500
2,780,2,3,2,0,2,0,12000
1,500,1,3,1,1,1,0,10000
2,1050,1,3,1,1,2,0,17000
1,600,2,3,1,0,1,1,15500
3,1800,2,3,1,1,3,1,65000
3,1800,2,3,2,1,3,1,60000
3,1900,2,3,1,2,3,1,45000
2,1100,1,3,2,1,2,0,10500
2,200,1,3,2,1,1,0,9000
3,1400,1,3,1,1,3,0,20000
2,1200,2,3,1,0,2,1,20000
3,1600,1,3,0,1,3,0,18000
2,1150,1,3,1,1,2,0,12000
2,130,1,3,2,1,2,0,12000
4,3800,2,3,1,1,4,1,120000
3,1720,1,3,1,1,3,0,28000
1,500,1,3,2,1,1,0,6000
2,1200,1,3,2,1,2,0,12500
4,2400,1,3,1,1,4,0,31000
2,800,1,3,0,1,2,0,7000
2,1300,1,3,1,1,2,0,22000
2,1400,1,3,0,1,2,0,17500
2,650,1,3,2,1,2,0,14000
2,103,1,3,2,1,2,0,9500
1,950,1,3,1,1,1,0,7000
3,1500,1,3,2,1,3,0,15000
3,1550,2,3,2,1,2,0,15000
2,140,1,3,2,1,2,0,10000
3,1800,1,3,2,1,2,0,14000
4,2550,2,3,1,1,4,1,85000
1,500,1,3,2,1,1,0,5500
2,800,1,3,1,1,2,0,14000
2,800,1,3,1,1,2,0,10000
2,1300,1,3,2,1,2,0,10000
2,600,1,3,2,1,2,0,13000
3,1000,1,3,2,1,3,0,20000
3,1000,2,3,1,1,3,0,25000
1,500,1,3,1,1,1,0,7500
1,8000,1,3,2,1,10,0,200000
2,1100,2,3,2,1,2,0,12000
2,1100,2,3,2,1,2,0,9500
2,200,2,3,2,0,2,0,12000
2,1800,1,3,2,2,2,0,10000
2,190,1,3,0,1,2,0,8000
3,1350,1,3,2,1,2,0,16000
2,1200,1,3,2,1,2,0,12333
1,400,2,3,2,0,1,0,9500
2,1200,1,3,1,1,2,0,16000
3,1400,1,3,1,1,3,0,20000
3,1300,2,3,2,0,3,0,14000
1,400,2,3,2,1,1,0,7500
1,650,1,3,2,1,1,0,13900
1,500,1,3,2,0,1,0,5500
2,875,1,3,1,1,2,0,9000
1,850,1,3,2,1,2,0,4700
3,1730,1,3,1,1,3,0,30000
3,1500,2,3,1,0,3,0,16500
3,1600,2,3,1,1,3,0,24000
2,900,1,3,2,1,2,0,9500
2,925,1,3,1,1,2,0,12000
2,1500,1,3,2,1,2,0,15000
3,1600,2,3,1,2,3,0,22500
3,1300,2,3,1,0,3,1,32000
2,1200,1,3,1,1,2,0,10000
2,133,1,3,1,1,2,0,13000
2,950,1,3,2,2,2,0,7000
3,1200,1,3,1,1,3,0,12000
2,950,1,3,2,1,2,0,7500
2,1095,1,3,1,1,2,0,15000
1,400,1,3,2,1,1,0,8000
3,2210,1,3,1,2,3,0,25000
3,1450,1,3,1,1,2,1,26000
3,192,1,3,1,1,3,0,15000
1,80,1,3,1,1,1,0,3000
2,1315,1,3,1,1,2,0,12500
3,1600,2,3,1,1,3,1,42000
2,1450,1,3,1,1,2,0,20000
3,1900,2,3,1,1,3,1,40000
3,2600,2,3,1,1,3,1,45000
1,450,1,3,2,1,2,0,8500
2,1000,1,3,1,1,2,0,15000
2,100,1,3,2,1,2,0,9000
2,1100,1,3,2,1,2,0,14000
2,1200,1,3,2,1,2,0,11000
2,1400,1,3,2,1,2,0,10000
3,2000,2,3,1,2,3,1,55000
2,1070,2,3,2,2,2,0,10000
2,1450,2,3,2,2,2,0,25000
2,1230,1,3,0,1,2,0,27000
2,1000,1,3,1,0,3,0,12000
2,1200,1,3,2,1,2,0,16000
2,150,1,3,2,1,2,0,8000
2,850,1,3,1,2,2,0,14000
2,1300,1,3,2,1,2,0,10000
4,4761,1,3,1,2,5,1,150000
2,1250,1,3,1,1,2,0,16000
1,100,1,3,2,1,1,0,6000
3,1550,2,3,2,0,2,0,26000
2,1300,2,3,2,1,2,0,13000
3,1600,2,3,1,0,2,0,28000
2,1200,1,3,2,1,3,0,8500
2,1200,1,3,1,1,2,0,12500
3,1970,1,3,1,1,3,0,25000
2,650,2,3,2,0,2,0,10000
2,1000,1,3,2,1,3,0,12000
3,1500,1,3,2,1,3,0,15000
2,1250,1,3,2,2,2,0,6000
3,1940,2,3,1,0,3,0,30000
2,700,2,3,2,1,2,0,18000
2,700,1,3,1,1,1,0,8500
2,100,1,3,2,1,2,0,7500
1,300,1,3,1,1,1,0,12000
2,980,1,3,1,1,2,0,15000
2,800,1,3,1,1,2,0,15500
3,1250,1,3,2,1,2,0,20000
2,1000,2,3,1,2,2,0,11000
2,1000,1,3,2,1,2,0,15000
3,1800,2,3,2,1,3,0,17000
3,2000,2,3,1,1,3,0,20000
3,1500,1,3,1,1,3,0,20000
2,1050,1,3,2,1,3,0,12000
2,1100,1,3,0,1,2,0,25000
2,1000,2,3,1,1,2,0,11500
2,700,1,3,2,1,2,0,6500
1,750,1,3,2,1,1,0,10000
1,450,1,3,2,1,1,0,6000
3,1000,1,3,2,1,2,0,14000
3,1500,2,3,1,2,3,1,34000
2,1550,1,3,0,2,2,0,15000
2,1450,1,3,1,1,2,0,20000
2,650,2,3,2,1,2,0,9500
2,650,2,3,2,1,2,0,10000
3,1500,2,3,1,1,3,1,30000
2,900,1,3,0,1,2,0,13000
3,1645,2,3,1,1,3,1,45000
2,600,1,3,2,1,2,0,8000
2,1250,1,3,1,1,2,0,25000
2,1300,2,3,1,0,2,0,12000
2,1000,2,3,1,2,2,0,19000
3,1500,1,3,1,1,3,0,22000
2,1150,1,3,1,1,2,0,15000
2,110,1,3,1,1,2,0,15000
2,103,1,3,2,1,2,0,10000
2,1050,2,3,2,0,2,0,10000
2,60,1,3,2,1,2,0,7000
2,1170,1,3,2,1,2,0,15000
2,167,1,3,2,1,2,0,9500
1,500,1,3,1,1,1,0,6500
1,600,1,3,2,1,1,0,10000
1,600,1,3,2,1,1,0,8000
1,200,1,3,2,1,1,0,3300
2,600,1,3,2,1,1,0,12000
2,900,1,3,1,1,2,0,20000
2,800,1,3,2,1,2,0,12000
3,1000,2,3,1,1,2,0,20000
3,3200,2,3,1,2,3,1,70000
2,1400,1,3,0,1,2,0,10000
1,550,1,3,2,1,1,0,8500
1,540,2,3,2,2,1,0,8000
1,400,1,3,2,1,1,0,8000
2,1225,1,3,2,0,2,0,13000
3,1430,2,3,0,1,2,0,15500
2,1200,1,3,0,1,2,0,30000
2,1197,1,3,2,1,2,0,10000
2,1150,2,3,1,0,2,1,18000
